ROL;MATRICULA;SOCIEDAD;CATEGORIA;REGIMEN;FECHA;MOTIVO_DESCARTE
BAJA;7229LKV;AVSA;Turismo;RENTING;2025-06-23;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7275KFD;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7431JTL;G.O.MEDIOAMBIENTE S.L.;Turismo;ALQUILER_CORTA_DURACION;2024-08-27;Posesion 553d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;7469LLP;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;RENTING;2025-06-11;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7621KGX;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-02-24;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7656KSV;ARAGONESA SER.PUBLICOS SL;Camión;PROPIEDAD;2023-07-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7706KJH;CGAC;Turismo;ALQUILER_CORTA_DURACION;2023-02-24;Posesion 23d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;7960KHZ;EMIVASA;Turismo;RENTING;2023-02-07;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7992FRV;ARAGONESA SER.PUBLICOS SL;Camión;PROPIEDAD;2023-07-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;7995LKS;CGAC;Turismo;RENTING;2025-12-01;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;8170LCK;CANALIZ. CIVILES S.A.;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-01-01;Posesion 290d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;8213KFW;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2023-02-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;8288KJX;CANALIZ. CIVILES S.A.;Turismo;RENTING;2023-02-07;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;8343CKG;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;8449HKF;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2024-09-26;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;8497MPH;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2025-03-24;Posesion 235d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;8677MGK;CGAC;Furgoneta/Furgón;ALQUILER_CORTA_DURACION;2024-07-31;Posesion 181d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;8891LBN;G.O.INVERSIONES S.L.;Turismo;RENTING;2024-07-05;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;8896LLB;AVSA;Turismo;RENTING;2025-12-02;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;8983LFG;CANALIZ. CIVILES S.A.;Camión Caja;ALQUILER_CORTA_DURACION;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9052KZG;AVSA;Turismo;RENTING;2023-05-01;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9083LCH;EMP.MUN.SERVEIS PUBLICS;Turismo;RENTING;2024-11-26;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9094KRJ;CGAC;Furgoneta/Furgón;RENTING;2024-03-03;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9105KTC;G.O.MEDIOAMBIENTE S.L.;Turismo;RENTING;2023-03-13;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9106LCH;CGAC;Turismo;RENTING;2023-12-04;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9165FXM;ISG;Camión;PROPIEDAD;2024-02-19;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9191HTG;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2024-09-26;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9197LKX;EGEVASA;Furgoneta/Furgón;RENTING;2024-12-01;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9244JFB;MEDICION AVANZADA CONTAD.;Motocicleta;PROPIEDAD;2024-09-23;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9275LMG;EGEVASA;Furgoneta/Furgón;RENTING;2025-02-08;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9416LMG;EGEVASA;Furgoneta/Furgón;RENTING;2025-03-05;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9431LKC;AVSA;Turismo;RENTING;2025-12-16;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9438LGT;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9455LKC;AYWA SER.AMBIENTALES SL;Turismo;RENTING;2025-01-27;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9471LKC;EGEVASA;Turismo;RENTING;2024-10-29;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9752BFB;ARAGONESA SER.PUBLICOS SL;Camión;CEDIDO (POR AYTO, PLANTA.;2023-11-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9763LDB;AVSA;Turismo;RENTING;2024-03-20;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9778KJG;EMIVASA;Turismo;RENTING;2023-05-02;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;9850JTR;;Furgoneta/Furgón;RENTING;2023-10-17;Sin sociedad del grupo asignada
BAJA;9853KXP;MEDICION AVANZADA CONTAD.;Turismo;ALQUILER_CORTA_DURACION;2024-01-31;Posesion 40d < 730d exigidos para un vehiculo tenido en arrendamiento
BAJA;B04590606;MEDICION AVANZADA CONTAD.;Remolque;PROPIEDAD;2024-12-04;Matricula no valida ('B04590606'): no es un vehiculo
BAJA;B36750049;UTE EDAR TABLADA;Maquinaria Auxiliar;CEDIDO (POR AYTO, PLANTA.;2023-05-16;Matricula no valida ('B36750049'): no es un vehiculo
BAJA;BASE40;UTE EXPLT. ETAPS ZONA EST;;PROPIEDAD;2025-07-03;Matricula no valida ('BASE40'): no es un vehiculo | Sin categoria de vehiculo | Posesion 129d < 365d exigidos
BAJA;BASE41;UTE EXPLT. ETAPS ZONA EST;;PROPIEDAD;2025-07-03;Matricula no valida ('BASE41'): no es un vehiculo | Sin categoria de vehiculo | Posesion 129d < 365d exigidos
BAJA;BASE43;G.O.MEDIOAMBIENTE S.L.;;PROPIEDAD;2025-07-03;Matricula no valida ('BASE43'): no es un vehiculo | Sin categoria de vehiculo | Posesion 129d < 365d exigidos
BAJA;BASE44;G.O.MEDIOAMBIENTE S.L.;;PROPIEDAD;2025-07-03;Matricula no valida ('BASE44'): no es un vehiculo | Sin categoria de vehiculo | Posesion 129d < 365d exigidos
BAJA;BASEJ;AVSA;Grupo Electrógeno;PROPIEDAD;2025-04-24;Matricula no valida ('BASEJ'): no es un vehiculo
BAJA;BR534034;UTE EDAR TABLADA;Remolque;CEDIDO (POR AYTO, PLANTA.;2024-04-15;Matricula no valida ('BR534034'): no es un vehiculo
BAJA;BR534037;UTE EDAR TABLADA;Remolque;CEDIDO (POR AYTO, PLANTA.;2024-04-15;Matricula no valida ('BR534037'): no es un vehiculo
BAJA;BRODRIGO;CANALIZ. CIVILES S.A.;Maquinaria Auxiliar;PROPIEDAD;2024-09-16;Matricula no valida ('BRODRIGO'): no es un vehiculo
BAJA;C0296BMW;EMPRESA MIXTA CALPE;Ciclomotor;PROPIEDAD;2024-11-29;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;C4053BMN;EGEVASA;Ciclomotor;PROPIEDAD;2024-05-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;E1476BDM;JEMAR E HIJOS S.L.;Tractor;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;E6404BGM;EGEVASA;Remolque;PROPIEDAD;2024-10-14;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;JGRAS;CANALIZ. CIVILES S.A.;Maquinaria Auxiliar;PROPIEDAD;2023-12-19;Matricula no valida ('JGRAS'): no es un vehiculo
BAJA;JOMOCHE;CANALIZ. CIVILES S.A.;Excavadora;PROPIEDAD;2024-05-20;Matricula no valida ('JOMOCHE'): no es un vehiculo
BAJA;PGASTON;CANALIZ. CIVILES S.A.;Maquinaria Auxiliar;PROPIEDAD;2023-03-31;Matricula no valida ('PGASTON'): no es un vehiculo
BAJA;R0732BDB;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;R1645BBR;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;R3474BBH;ARAGONESA SER.PUBLICOS SL;Remolque;PROPIEDAD;2023-07-17;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;R4952BBT;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;R4991BCP;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;R7781BCD;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;R9871BBD;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;V1409HD;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;V15847R;JEMAR E HIJOS S.L.;Camión;PROPIEDAD;2023-11-15;Matricula no valida ('V15847R'): no es un vehiculo
BAJA;V6288GB;ISG;Camión;PROPIEDAD;2023-02-15;Elegible pero sin alta compatible (sociedad/categoria/ventana)
BAJA;V96122VE;JEMAR E HIJOS S.L.;Tractor;PROPIEDAD;2023-11-15;Matricula no valida ('V96122VE'): no es un vehiculo
BAJA;VBOIX;CANALIZ. CIVILES S.A.;Maquinaria Auxiliar;PROPIEDAD;2024-06-30;Matricula no valida ('VBOIX'): no es un vehiculo
